imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification
0,,,,,,,,,,,,,,,,,,,,,,,,,
tt0035423,0.0,/tJLV3BAlHOgscVOrA99Wnb2gAef.jpg,,48000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",,11232.0,en,Kate & Leopold,"When her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named Leopold to prove it -- a skeptical Kate reluctantly takes responsibility for showing Leopold the 21st century. The more time Kate spends with Leopold, the harder she falls for him. But if he doesn't return to his own time, his absence will forever alter history.",21.468,/mUvikzKJJSg9khrVdxK8kg3TMHA.jpg,"[{'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-25,76019048.0,118.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"If they lived in the same century, they'd be perfect for each other.",Kate & Leopold,0.0,6.326,1245.0,PG-13
tt0114447,0.0,,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",,151007.0,en,The Silent Force,An elite Federal force whose objective is to eliminate organized crime is violently assassinated by an evil Asian crime lord. The sole survivor of the group teams up with his late partner's widow to strike back at the crime lord and his son.,8.351,/u0njmfXD3dXxQfeykBHBuFQOYqD.jpg,[],[],2001-01-01,0.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,They left him for dead... They should have finished the job,The Silent Force,0.0,5.0,3.0,
tt0116916,0.0,/rFpHBidSlhjflmnLu7BZilyKeQR.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,73549.0,en,The Dark Mist,"With the future of the world hanging in the balance, one fearless hero's quest to solve ""The Riddle of the Chosen"". As the Lord Protector makes his way through a land of magic and mystery, his allies grow stronger and his enemies more fierce. Will the Lord Protector make it to the center of evil and banish the dark forces that plot destruction, or will the power of evil overwhelm this mortal man and envelope the entire planet in a shroud of darkness and despair?",4.082,/z18E0lukzOtAALmfINSTCUU0Als.jpg,"[{'id': 71364, 'logo_path': None, 'name': 'Carroll Brothers Production', 'origin_country': ''}, {'id': 10397, 'logo_path': None, 'name': 'Alpine Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-01,0.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Dark Mist,0.0,3.5,2.0,PG
tt0118589,0.0,/9NZAirJahVilTiDNCHLFcdkwkiy.jpg,,22000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,10696.0,en,Glitter,"A young woman is catapulted into pop stardom, with her already-famous DJ boyfriend calling the shots.",7.491,/b8gKsXB6d60SC2HKUcAAzTacn0S.jpg,"[{'id': 89627, 'logo_path': None, 'name': 'Glitter Productions', 'origin_country': ''}, {'id': 89628, 'logo_path': None, 'name': 'Maroon Entertainment', 'origin_country': ''}, {'id': 415, 'logo_path': None, 'name': 'Laurence Mark Productions', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/tVoHtTipJDUz5cCUib65SiVCP0e.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-09-21,5271666.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"In music she found her dream, her love, herself.",Glitter,0.0,4.4,132.0,PG-13
tt0118652,0.0,/mWxJEFRMvkG4UItYJkRDMgWQ08Y.jpg,,1000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,17140.0,en,The Attic Expeditions,"Trevor Blackburn is accused of murdering his girlfriend, Faith, in a brutal ritual. He's sentenced to live in an experimental rehabilitation community and falls into a coma. When he wakes up, he meets the mysterious Dr. Ek, who tortures Trevor in an attempt to learn the whereabouts of a powerful occult book. As other patients start to disappear, Trevor begins to wonder who and where he really is.",3.137,/b0p8CjMLWc7B1nnIfFQ2uY3HLe0.jpg,"[{'id': 3260, 'logo_path': None, 'name': 'Tse Tse Fly Productions', 'origin_country': ''}, {'id': 86531, 'logo_path': None, 'name': 'Two Left Shoes Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-03-30,0.0,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,His search for peace of mind... will leave his mind in pieces.,The Attic Expeditions,0.0,5.2,32.0,R
tt0119004,0.0,/r7bxHKEzgrURm9qhEaAayIMG4Xi.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",,37857.0,en,Don's Plum,A group of Los Angeles teenagers meets daily at their local diner hangout to discuss their latest misadventures and miserable lives.,6.596,/6XGIqk8DDFtjyHI1YSKNU1e4y0y.jpg,"[{'id': 185017, 'logo_path': None, 'name': 'Polo Pictures Entertainment', 'origin_country': ''}, {'id': 53667, 'logo_path': None, 'name': 'Trust Film Svenska', 'origin_country': ''}, {'id': 76, 'logo_path': '/nebkQYtQKhZyHJfh5v0oGpNbPzu.png', 'name': 'Zentropa Entertainments', 'origin_country': 'DK'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-02-10,6297.0,108.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Tonight's Special - Group Therapy,Don's Plum,0.0,5.3,74.0,
tt0120166,0.0,/havCE85OV7FUMWzqAZ9x31XRRCA.jpg,,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,50944.0,en,The Sorcerer's Apprentice,"Every hundred years, the evil sorceress Morgana returns to claim Fingall's talisman from Merlin, with which she intends to destroy the world. For the last fourteen hundred years she has failed... now she intends to conquer all. Young Ben Clark moves with his parents to a new town, where he befriends his elderly magician neighbor, Milner. Ben has a natural talent for magic and wants to learn all that he can from this old man. Ben carries the same scar as the original staff-bearer 1,400 years before. Both Morgana and Milner, who is revealed to be Merlin, see this as a sign that this time, the battle between good and evil will be stronger and harder than ever. Ben must make his own choice between good and evil as he is drawn into a battle and must draw on his own spirit and magic to decide which path to follow and hence, the fate of the world as we know it.",8.712,/x1ZDLPgXlPvULLTlskjesrOZ9nP.jpg,"[{'id': 26857, 'logo_path': None, 'name': 'Peakviewing Productions', 'origin_country': ''}, {'id': 85989, 'logo_path': None, 'name': 'Peakviewing Transatlantic Plc', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2002-04-12,0.0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Sorcerer's Apprentice,0.0,4.6,11.0,NR
tt0120624,0.0,/gaVOAGPq2LRvwmtUI6dLiBpnql3.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,50230.0,pt,Camarate,"In 1980, a small plane carrying the Prime Minister, the Defense Minister and six others crashed during takeoff in Camarate, Portugal, killing all on board. The police investigation decided it was an accident caused by pilot error. But controversy raged for twenty years, and the Parliament investigated it no less than six times. Finally, in 2000, in response to a suit by the families of the survivors, the High Court had to decide whether to open a criminal investigation, or close the case forever.",1.126,/vOq1L7X1rsJ6R0PvP7eoOhtZe7V.jpg,"[{'id': 2846, 'logo_path': None, 'name': 'MGN Filmes', 'origin_country': 'PT'}]","[{'iso_3166_1': 'PT', 'name': 'Portugal'}]",2001-04-30,0.0,100.0,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Camarate,0.0,7.3,7.0,
tt0120681,0.0,/xo2S7gRwCvWdVqM0Swv37yA2rzw.jpg,,35000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,768.0,en,From Hell,Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,20.395,/t2WpWM8nBO4sULXr2bDfNEt4qgr.jpg,"[{'id': 476, 'logo_path': None, 'name': 'Underworld Entertainment', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2001-02-08,74558115.0,122.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Only the legend will survive.,From Hell,0.0,6.686,2610.0,R
tt0120737,0.0,/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg,"{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/oENY593nKRVL2PnxXsMtlh8izb4.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}",93000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",http://www.lordoftherings.net/,120.0,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",144.439,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 5237, 'logo_path': '/mlnr7vsBHvLye8oEb5A76C0t8x9.png', 'name': 'The Saul Zaentz Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-18,871368364.0,179.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,0.0,8.406,23631.0,PG-13
tt0120807,0.0,,,0.0,[],,164074.0,es,Ricochet River,"High school seniors Wade (Jason James Richter) and Lorna (Kate Hudson) have spent all their lives in the small logging town of Calamus Grove, a conservative place where change comes slowly. Jesse Howl (Douglas Spain), a teenager of Native American ancestry, has just moved to Calamus Grove, and soon finds he doesn't fit in this close-knit community. Wade and Lorna go out of their way to befriend Jesse, and soon find that they're also regarded as outcasts among their peers. Eager to get away from the narrow minds which are stifling them, the three friends grab a car and take off for a summer road trip that turns out to be full of lessons in life and love.",1.855,/lpjCbXxMIrZjQA1V1rKMQDfwUhV.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-23,0.0,112.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Ricochet River,0.0,7.5,2.0,
tt0120824,0.0,/gnyGSoVKOIz1BR34lIBuuTq0Znl.jpg,,38000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.miramax.com/movie/the-shipping-news,6440.0,en,The Shipping News,An emotionally-beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,10.509,/6upEibGBdKmFNeFRfJk8t5zkcOD.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-18,24690441.0,111.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You'll never guess what you'll find inside...,The Shipping News,0.0,6.321,344.0,R
tt0123581,0.0,,,0.0,[],,252682.0,en,Burning Down the House,"A down-on-his-luck film director sets fire to his home so he can collect the insurance money and fund his new movie. But crime apparently does pay, because once the rumor mill gets wind of his plans, everyone suddenly wants a slice of his new project's pie.",3.354,,[],[],2001-02-07,0.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Burning Down the House,0.0,10.0,1.0,
tt0124889,0.0,,,0.0,[],,291638.0,en,Sticks,"Brett Mayer -  -  Lillo Brancato, Justina Machado, Keith Brunsmann",0.841,,[],[],2001-01-01,0.0,0.0,[],Released,,Sticks,0.0,0.0,0.0,
tt0125022,0.0,/ayRhG0eoQwJ6il7bmXGrZx8rUta.jpg,,35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",,10833.0,en,Heartbreakers,"Max and Page are a brilliant mother/daughter con team who have their grift down to a fine science. Max targets wealthy, willing men and marries them. Page then seduces them, and Max catches her husband in the act. Then it's off to palimony city and the next easy mark.",18.275,/bwvec0gRMSpLakcPuxe0RWScNv3.jpg,"[{'id': 1302, 'logo_path': '/zC3b70ixHh89qJIikLQPEvLqbPM.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/5Va1Ie5c4sjfEYqixQ3L8qg7fKu.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-03-23,57800000.0,123.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Caution: Dangerous Curves Ahead,Heartbreakers,0.0,6.073,834.0,PG-13
tt0126029,0.0,/sRvXNDItGlWCqtO3j6wks52FmbD.jpg,"{'id': 2150, 'name': 'Shrek Collection', 'poster_path': '/qNHZMe92A7Pyl46qUH29hVOtbSK.jpg', 'backdrop_path': '/gMWrKQjoTIpYjhc8SxZF20EDIES.jpg'}",60000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",http://www.dreamworksanimation.com/shrek/,808.0,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",144.478,/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg,"[{'id': 7, 'logo_path': '/1kqoutvio9eDaQpp0l4gQoEF4Yf.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 520, 'logo_path': '/pU7YTI9FfrICurXpl5V9TfCO0oJ.png', 'name': 'Pacific Data Images', 'origin_country': 'US'}, {'id': 521, 'logo_path': '/kP7t6RwGz2AvvTkvnI1uteEwHet.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-05-18,487900000.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest fairy tale never told.,Shrek,0.0,7.732,16016.0,PG
tt0126899,0.0,,,150000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,30030.0,en,Eyes Are Upon You,"A pair of down on their luck friends in debt to the mob, find that a demented mafia hitman is the least of their worries when they attempted to rob a mysterious newcomer to their town in this sexy tale of terror.",1.463,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-01,0.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Eyes Are Upon You,0.0,1.0,1.0,
tt0128165,0.0,,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}]",,293856.0,en,Blazin',The daughter of a druglord and the son of the chief of police fall in love in this Romeo &amp; Juliet-esque street drama.,0.6000000000000001,/erm7Bl32aJ4THgRWsM9QyIoYL07.jpg,"[{'id': 88702, 'logo_path': None, 'name': 'Utopian Pictures', 'origin_country': 'DE'}, {'id': 88701, 'logo_path': None, 'name': 'Global Star Productions', 'origin_country': ''}, {'id': 88703, 'logo_path': None, 'name': 'Miranda Movies', 'origin_country': ''}, {'id': 88704, 'logo_path': None, 'name': 'Street Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-04-03,0.0,0.0,[],Released,,Blazin',0.0,4.0,1.0,
tt0132078,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}]",http://www.deadbymonday.com/,248745.0,en,Dead by Monday,"Dead by Monday is a darkly comic tale of love and death... but not necessarily in that order. Julie is a sweet, vulnerable young woman who lacks confidence and is obsessed with the memory of her dead husband whom she idealizes. Alex is an angry writer. Talented but unable to repeat the success of his first novel, he has nothing left to say. Or live for. He just wants to die. Fate introduces these two lost souls at the edge of a cliff. While picking flowers Julie accidentally falls off. Alex, who has come to blow his brains out, is interrupted by her cry for help, just before he pulls the trigger.",2.63,/mAXRtOMVDpe1xoNmrNhNNoLTEvt.jpg,"[{'id': 19321, 'logo_path': None, 'name': 'Snow Line Pictures', 'origin_country': ''}, {'id': 45, 'logo_path': '/tUkNOAjyTt9D56DUeQfmmAFvwYQ.png', 'name': 'Road Movies', 'origin_country': 'DE'}]","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2001-08-04,0.0,94.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Dead by Monday,0.0,6.0,1.0,PG-13
tt0132245,0.0,/w4Jvkb6BQGvQ3K3aECMsy6bZln3.jpg,,94000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,10477.0,en,Driven,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",26.161,/8tJ4Ya8yEyxCMihDumEyvwvUuLB.jpg,"[{'id': 1171, 'logo_path': None, 'name': 'Epsilon Motion Pictures', 'origin_country': 'CH'}, {'id': 1403, 'logo_path': '/pMTQNUhHCwr39CsS7yUmSg503E7.png', 'name': 'Franchise Pictures', 'origin_country': 'US'}, {'id': 10107, 'logo_path': None, 'name': 'Trackform Film Productions', 'origin_country': 'CA'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-04-27,54744738.0,116.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Get ready for the race of your life.,Driven,0.0,5.136,654.0,PG-13
tt0133063,0.0,,,0.0,[],,528728.0,en,Lightmaker,A musician visits the underworld to free a woman.,0.6000000000000001,,[],[],2001-02-02,0.0,73.0,[],Released,,Lightmaker,0.0,0.0,0.0,
tt0133152,0.0,/rF0Y0fYVsNFEvGve8Nq0Ij9EDCM.jpg,,100000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",http://www.planetoftheapes.com/films/planet-of-the-apes,869.0,en,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",62.399,/2IZcJHsTugOdyg0Y8ejj4CM2X3a.jpg,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 80, 'logo_path': None, 'name': 'The Zanuck Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-07-25,362211740.0,120.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You'll be sorry you were ever born human.,Planet of the Apes,0.0,5.732,3731.0,PG-13
tt0139654,0.0,/nuO8o9ltxhI7AZQxePavEZ4TyHa.jpg,"{'id': 945477, 'name': 'Training Day Collection', 'poster_path': '/jHNKDx9VCV8Jbz0HcWFEtz4eMq5.jpg', 'backdrop_path': '/7KJGbt6SbAZwgTUqNpoUzsgrAIg.jpg'}",45000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,2034.0,en,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",52.292,/bUeiwBQdupBLQthMCHKV7zv56uv.jpg,"[{'id': 24939, 'logo_path': None, 'name': 'WV Films II', 'origin_country': ''}, {'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 172, 'logo_path': None, 'name': 'NPV Entertainment', 'origin_country': 'US'}, {'id': 19507, 'logo_path': None, 'name': 'Outlaw Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-05,104900000.0,122.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,"The only thing more dangerous than the line being crossed, is the cop who will cross it.",Training Day,0.0,7.49,5455.0,R
tt0141120,0.0,/nMtgKt70fxrjxiN17VdXAzylanu.jpg,,0.0,"[{'id': 28, 'name': 'Action'}]",,112797.0,en,The Ghost,A feared Chinese Tong soldier goes undercover in America as an Asian Internet bride.,2.972,/joB3lcrz41W0VZwlLxROsOjtfOG.jpg,[],[],2001-01-01,0.0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Ghost,0.0,2.0,4.0,
tt0141907,0.0,/l1VJVGohlSDSQr85hZNlZjMlb6L.jpg,,90000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,24113.0,en,Town & Country,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps, some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences.",10.934,/mgrWybODOer6D8kYg3UgX3GstyI.jpg,"[{'id': 21518, 'logo_path': None, 'name': 'Simon Fields Productions', 'origin_country': ''}, {'id': 8802, 'logo_path': None, 'name': 'Longfellow Pictures', 'origin_country': ''}, {'id': 90281, 'logo_path': None, 'name': 'FR Productions', 'origin_country': ''}, {'id': 737, 'logo_path': '/dK1GZ1u4our8sJW0Sts1JHeNSLn.png', 'name': 'Sidney Kimmel Entertainment', 'origin_country': 'US'}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-04-27,10372291.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There's no such thing as a small affair.,Town & Country,0.0,4.5,62.0,R
tt0146316,0.0,/6a3tiuwoM0vyytHkQHNmMppijCe.jpg,"{'id': 2467, 'name': 'Tomb Raider Collection', 'poster_path': '/sgaP4WtVlKzz8FIcjbkevOycJiq.jpg', 'backdrop_path': '/dY55rtfQMOMGHJXGDNfSEyuHPGG.jpg'}",115000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,1995.0,en,Lara Croft: Tomb Raider,"English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.",40.884,/7WyMvoqPYJe5g1ENsbLTv40pUrX.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 762, 'logo_path': '/3T7EpKcS13viHu3WzRtQGvi9sTY.png', 'name': 'Mutual Film Company', 'origin_country': 'US'}, {'id': 840, 'logo_path': None, 'name': 'Lawrence Gordon Productions', 'origin_country': 'US'}, {'id': 4650, 'logo_path': '/wWivtVg7gG3uNALIE5Oav3Bsiuz.png', 'name': 'Marubeni', 'origin_country': 'JP'}, {'id': 19105, 'logo_path': '/7RdbaZqDLb4q2PdtMZx0SIrAyDt.png', 'name': 'Eidos Interactive', 'origin_country': 'GB'}, {'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}, {'id': 186604, 'logo_path': None, 'name': 'KFP Produktions', 'origin_country': ''}, {'id': 657, 'logo_path': '/mDBPrBO6hl21KhQOzCVYUBo33zt.png', 'name': 'Toho-Towa', 'origin_country': 'JP'}, {'id': 128586, 'logo_path': '/yWQ4zz1kSEPmChJDN3rloRGYJQy.png', 'name': 'H2L Media Group', 'origin_country': 'US'}, {'id': 1469, 'logo_path': '/AwbErjR0AMpVnN9PbdHiBB3g3q0.png', 'name': 'Tele München', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-06-11,274703340.0,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Born into Wealth. Groomed by the Elite. Trained for Combat.,Lara Croft: Tomb Raider,0.0,5.882,5753.0,PG-13
